restriction_set,shock,variable,h,q16,q50,q84
baseline,real_yield,spx,48,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,49,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,50,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,51,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,52,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,53,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,54,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,55,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,56,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,57,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,58,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,59,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,spx,60,-0.00769926908347391,-0.0051906774270138265,-0.0023060368503169198
baseline,real_yield,gold,0,-0.008130087239938421,-0.004993450336821064,-0.0021398217920478788
baseline,real_yield,gold,1,-0.008383047509500644,-0.005491632263690864,-0.0028255041658408644
baseline,real_yield,gold,2,-0.008411221416018178,-0.005502425060407993,-0.0028271829981141635
baseline,real_yield,gold,3,-0.008408336669979487,-0.0055031669149966595,-0.0028284520030002927
baseline,real_yield,gold,4,-0.00840871219837075,-0.005503072253931368,-0.0028285585400593845
baseline,real_yield,gold,5,-0.008408676334357648,-0.005503092210638724,-0.0028285497847382397
baseline,real_yield,gold,6,-0.008408680980644094,-0.005503090522406207,-0.002828551502810079
baseline,real_yield,gold,7,-0.008408680526520395,-0.005503090761282775,-0.002828551313364817
baseline,real_yield,gold,8,-0.008408680581631117,-0.005503090724858954,-0.0028285513388865767
baseline,real_yield,gold,9,-0.00840868057598706,-0.005503090729730023,-0.0028285513356707255
baseline,real_yield,gold,10,-0.008408680576665379,-0.0055030907290845215,-0.002828551336096768
baseline,real_yield,gold,11,-0.00840868057659142,-0.005503090729171434,-0.0028285513360411683
baseline,real_yield,gold,12,-0.00840868057660051,-0.00550309072915994,-0.0028285513360484294
baseline,real_yield,gold,13,-0.008408680576599438,-0.005503090729161424,-0.0028285513360474927
baseline,real_yield,gold,14,-0.008408680576599575,-0.005503090729161238,-0.0028285513360476124
baseline,real_yield,gold,15,-0.008408680576599558,-0.00550309072916126,-0.002828551336047597
baseline,real_yield,gold,16,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,17,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,18,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,19,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,20,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,21,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,22,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,23,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,24,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,25,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,26,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,27,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,28,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,29,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,30,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,31,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,32,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,33,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,34,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,35,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,36,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,37,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,38,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,39,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,40,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
baseline,real_yield,gold,41,-0.00840868057659956,-0.005503090729161258,-0.002828551336047599
